Name,Unit,Query,Min/max,Min/max clusters,Bloom filter,Dictionary,Min/max clusters (1000x),Bloom filter (1000x),Dictionary (1000x)
Partitions scanned,,1,122071,121111,68336,122071,95635,68336,122071
Partitions scanned,,2,122071,116104,97948,122071,88691,68252,122071
Partitions scanned,,3,122071,121708,68506,122071,118678,68506,122071
Partitions scanned,,4,122071,120739,98140,122071,106347,68042,122071
Partitions scanned,,5,122071,121980,98406,122071,108675,68369,122071
Partitions scanned,,6,122071,119080,68086,122071,95716,68086,122071
Partitions scanned,,7,122071,116420,98378,122071,68223,68223,122071
Partitions scanned,,8,122071,121082,68585,122071,106727,68585,122071
Partitions scanned,,9,122071,120247,68079,122071,107718,68079,122071
Partitions scanned,,10,122071,121242,68202,122071,103040,68202,122071
Partitions scanned,,11,122071,121376,98391,122071,111130,98391,122071
Partitions scanned,,12,122071,120140,98503,122071,113253,98503,122071
Partitions scanned,,13,122071,119812,68245,122071,111465,68245,122071
Partitions scanned,,14,122071,121292,111639,122071,104140,68307,122071
Partitions scanned,,15,122071,110092,67976,122071,95527,67976,122071
Partitions scanned,,16,122071,120614,68155,122071,95951,68155,122071
Partitions scanned,,17,122071,118744,98432,122071,90634,68328,122071
Partitions scanned,,18,122071,121378,68046,122071,104896,68046,122071
Partitions scanned,,19,122071,118666,68460,122071,96471,68460,122071
Partitions scanned,,20,122071,121466,68374,122071,107705,68374,122071
Partitions scanned,,21,122071,119415,98195,122071,68179,68179,122071
Partitions scanned,,22,122071,110309,98613,122071,68456,68456,122071
Partitions scanned,,23,122071,120493,68132,122071,108023,68132,122071
Partitions scanned,,24,122071,121056,98264,122071,110972,68022,122071
Partitions scanned,,25,122071,121256,98535,122071,106744,68594,122071
Partitions scanned,,26,122071,111141,111751,122071,92533,68305,122071
Partitions scanned,,27,122071,113033,111706,122071,92486,98468,122071
Partitions scanned,,28,122071,121519,67963,122071,112087,67963,122071
Partitions scanned,,29,122071,116662,98603,122071,98272,68321,122071
Partitions scanned,,30,122071,104094,117478,122071,67988,67988,122071
Partitions scanned,,31,122071,115519,68170,122071,84945,68170,122071
Partitions scanned,,32,122071,120905,111620,122071,85187,68341,122071
Partitions scanned,,33,122071,87839,68288,122071,68288,68288,122071
Partitions scanned,,34,122071,121304,111716,122071,106386,68105,122071
Partitions scanned,,35,122071,115716,68481,122071,92536,68481,122071
Partitions scanned,,36,122071,117963,68443,122071,100395,68443,122071
Partitions scanned,,37,122071,69306,98529,122071,68435,68435,122071
Partitions scanned,,38,122071,120838,68400,122071,111180,68400,122071
Partitions scanned,,39,122071,121118,98358,122071,104781,68062,122071
Partitions scanned,,40,122071,120514,98412,122071,107930,68657,122071
Partitions scanned,,41,122071,117012,68298,122071,98234,68298,122071
Partitions scanned,,42,122071,121189,98439,122071,119861,68382,122071
Partitions scanned,,43,122071,113767,68203,122071,97122,68203,122071
Partitions scanned,,44,122071,121293,68374,122071,68374,68374,122071
Partitions scanned,,45,122071,120318,68246,122071,87651,68246,122071
Partitions scanned,,46,122071,121060,98357,122071,103139,68266,122071
Partitions scanned,,47,122071,108189,98195,122071,85062,68404,122071
Partitions scanned,,48,122071,114345,68512,122071,92614,68512,122071
Partitions scanned,,49,122071,121907,67967,122071,118372,67967,122071
Partitions scanned,,50,122071,113727,68375,122071,68375,68375,122071
Partitions scanned,,51,122071,119455,68340,122071,102168,68340,122071
Partitions scanned,,52,122071,121225,68254,122071,110923,68254,122071
Partitions scanned,,53,122071,122057,68487,122071,118750,68487,122071
Partitions scanned,,54,122071,121380,111569,122071,112622,68138,122071
Partitions scanned,,55,122071,120756,68363,122071,97286,68363,122071
Partitions scanned,,56,122071,121441,98378,122071,110214,68273,122071
Partitions scanned,,57,122071,119802,68163,122071,95810,68163,122071
Partitions scanned,,58,122071,120000,111493,122071,103226,98081,122071
Partitions scanned,,59,122071,120453,68201,122071,92472,68201,122071
Partitions scanned,,60,122071,121454,68130,122071,112525,68130,122071
Partitions scanned,,61,122071,121985,68443,122071,114176,68443,122071
Partitions scanned,,62,122071,119463,98464,122071,92551,68220,122071
Partitions scanned,,63,122071,118909,98395,122071,95752,68302,122071
Partitions scanned,,64,122071,115825,98319,122071,92400,68325,122071
Partitions scanned,,65,122071,112117,68179,122071,68179,68179,122071
Partitions scanned,,66,122071,111176,68200,122071,68200,68200,122071
Partitions scanned,,67,122071,117951,68412,122071,85216,68412,122071
Partitions scanned,,68,122071,92419,98316,122071,68278,68278,122071
Partitions scanned,,69,122071,101003,68571,122071,68571,68571,122071
Partitions scanned,,70,122071,117678,68454,122071,92688,68454,122071
Partitions scanned,,71,122071,112661,98473,122071,68385,98473,122071
Partitions scanned,,72,122071,120504,68316,122071,106368,68316,122071
Partitions scanned,,73,122071,122059,111767,122071,120758,68498,122071
Partitions scanned,,74,122071,111234,68427,122071,85073,68427,122071
Partitions scanned,,75,122071,118052,111416,122071,84953,68159,122071
Partitions scanned,,76,122071,120986,98477,122071,115612,68399,122071
Partitions scanned,,77,122071,112666,98225,122071,84980,68183,122071
Partitions scanned,,78,122071,121889,68297,122071,118870,68297,122071
