Name,Unit,Query,Min/max,Min/max clusters,Bloom filter,Dictionary,Min/max clusters (1000x),Bloom filter (1000x),Dictionary (1000x)
Partitions scanned,,1,122071,114851,61725,122071,75416,9636,122071
Partitions scanned,,2,122071,114289,61773,122071,78016,7626,122071
Partitions scanned,,3,122071,114389,58751,122071,77523,7728,122071
Partitions scanned,,4,122071,114952,63289,122071,77483,6809,122071
Partitions scanned,,5,122071,114051,49383,122071,75692,3826,122071
Partitions scanned,,6,122071,113620,56138,122071,74121,8786,122071
Partitions scanned,,7,122071,113507,54063,122071,74628,9599,122071
Partitions scanned,,8,122071,113900,60044,122071,75702,7833,122071
Partitions scanned,,9,122071,115467,53155,122071,80854,6833,122071
Partitions scanned,,10,122071,113815,65644,122071,74595,1936,122071
Partitions scanned,,11,122071,114203,63117,122071,77036,5809,122071
Partitions scanned,,12,122071,113743,58032,122071,76241,6744,122071
Partitions scanned,,13,122071,114390,66462,122071,74640,10608,122071
Partitions scanned,,14,122071,115272,68072,122071,82443,6775,122071
Partitions scanned,,15,122071,112625,60527,122071,72124,10595,122071
Partitions scanned,,16,122071,112064,54376,122071,69354,4921,122071
Partitions scanned,,17,122071,113401,51361,122071,75773,6899,122071
Partitions scanned,,18,122071,113472,54934,122071,74481,8773,122071
Partitions scanned,,19,122071,113573,64503,122071,75478,10697,122071
Partitions scanned,,20,122071,113873,59190,122071,76896,9565,122071
Partitions scanned,,21,122071,113916,63485,122071,77488,3986,122071
Partitions scanned,,22,122071,113677,57908,122071,71470,3974,122071
Partitions scanned,,23,122071,115961,65718,122071,80101,11565,122071
Partitions scanned,,24,122071,114331,57016,122071,77756,8755,122071
Partitions scanned,,25,122071,114678,57138,122071,76508,6896,122071
Partitions scanned,,26,122071,114427,60785,122071,74300,4935,122071
Partitions scanned,,27,122071,114944,55412,122071,76319,6783,122071
Partitions scanned,,28,122071,114511,57570,122071,76456,11393,122071
Partitions scanned,,29,122071,115324,58114,122071,78373,6656,122071
Partitions scanned,,30,122071,112944,60654,122071,74238,6862,122071
Partitions scanned,,31,122071,115584,55135,122071,80018,6776,122071
Partitions scanned,,32,122071,114722,58078,122071,78175,10570,122071
Partitions scanned,,33,122071,114670,63911,122071,78009,12584,122071
Partitions scanned,,34,122071,112913,53417,122071,72450,10631,122071
Partitions scanned,,35,122071,113521,59146,122071,74138,6812,122071
Partitions scanned,,36,122071,114254,59167,122071,78002,5849,122071
Partitions scanned,,37,122071,113586,60829,122071,72801,11435,122071
Partitions scanned,,38,122071,114322,57665,122071,77282,9598,122071
Partitions scanned,,39,122071,114798,61383,122071,79063,7658,122071
Partitions scanned,,40,122071,111974,63551,122071,72644,12390,122071
Partitions scanned,,41,122071,113995,59084,122071,73608,10593,122071
Partitions scanned,,42,122071,114327,56400,122071,74240,6685,122071
Partitions scanned,,43,122071,113251,59664,122071,73079,8749,122071
Partitions scanned,,44,122071,114096,63001,122071,75709,8802,122071
Partitions scanned,,45,122071,113077,54741,122071,71107,9606,122071
Partitions scanned,,46,122071,115188,49778,122071,80256,14048,122071
Partitions scanned,,47,122071,114539,60443,122071,78183,12424,122071
Partitions scanned,,48,122071,113565,60158,122071,76624,12321,122071
Partitions scanned,,49,122071,113791,46868,122071,76710,7627,122071
Partitions scanned,,50,122071,115125,60688,122071,81369,6899,122071
Partitions scanned,,51,122071,114098,62556,122071,76381,16586,122071
Partitions scanned,,52,122071,110449,51633,122071,64688,4853,122071
Partitions scanned,,53,122071,112935,47393,122071,73162,4923,122071
Partitions scanned,,54,122071,115287,55555,122071,79616,11480,122071
Partitions scanned,,55,122071,111658,56768,122071,68699,6903,122071
Partitions scanned,,56,122071,115745,59576,122071,83266,6743,122071
Partitions scanned,,57,122071,115428,57598,122071,80422,10532,122071
Partitions scanned,,58,122071,114111,62183,122071,75031,12375,122071
Partitions scanned,,59,122071,113284,70792,122071,73724,13304,122071
Partitions scanned,,60,122071,112205,62003,122071,70571,10466,122071
Partitions scanned,,61,122071,115277,57966,122071,78634,6877,122071
Partitions scanned,,62,122071,113346,58562,122071,73725,8774,122071
Partitions scanned,,63,122071,113244,52696,122071,75002,4932,122071
Partitions scanned,,64,122071,113767,49563,122071,74313,8536,122071
Partitions scanned,,65,122071,112722,66970,122071,70920,7738,122071
Partitions scanned,,66,122071,114180,53550,122071,73234,10454,122071
Partitions scanned,,67,122071,113438,56697,122071,75810,10529,122071
Partitions scanned,,68,122071,113839,56659,122071,79423,10620,122071
Partitions scanned,,69,122071,113999,53177,122071,76856,5840,122071
Partitions scanned,,70,122071,114400,56148,122071,76623,7863,122071
Partitions scanned,,71,122071,113914,55730,122071,77981,5833,122071
Partitions scanned,,72,122071,113864,50842,122071,75396,9523,122071
Partitions scanned,,73,122071,114241,61309,122071,75354,6889,122071
Partitions scanned,,74,122071,113888,55845,122071,75303,11465,122071
Partitions scanned,,75,122071,114444,58652,122071,75786,5895,122071
Partitions scanned,,76,122071,112324,59181,122071,71708,11662,122071
Partitions scanned,,77,122071,113159,54677,122071,74293,5890,122071
Partitions scanned,,78,122071,115893,48528,122071,82925,6786,122071
Partitions scanned,,79,122071,113673,53644,122071,75434,8689,122071
Partitions scanned,,80,122071,114757,57009,122071,79572,9709,122071
Partitions scanned,,81,122071,113660,57310,122071,76112,8580,122071
Partitions scanned,,82,122071,113472,57109,122071,75490,3950,122071
Partitions scanned,,83,122071,114323,62229,122071,74164,9631,122071
Partitions scanned,,84,122071,115873,51012,122071,81123,8669,122071
Partitions scanned,,85,122071,114563,65001,122071,79857,14084,122071
Partitions scanned,,86,122071,115269,57152,122071,80033,10367,122071
Partitions scanned,,87,122071,113990,55111,122071,75322,13989,122071
Partitions scanned,,88,122071,114859,58675,122071,75252,9636,122071
Partitions scanned,,89,122071,112978,59418,122071,71649,8815,122071
Partitions scanned,,90,122071,114985,58006,122071,80262,4884,122071
Partitions scanned,,91,122071,113830,59197,122071,74042,7765,122071
Partitions scanned,,92,122071,113158,60091,122071,70801,8751,122071
Partitions scanned,,93,122071,113823,64366,122071,77909,12319,122071
Partitions scanned,,94,122071,115712,60032,122071,81862,10732,122071
Partitions scanned,,95,122071,113825,52624,122071,75212,9651,122071
Partitions scanned,,96,122071,111776,52653,122071,67616,11404,122071
Partitions scanned,,97,122071,113825,61519,122071,72655,9727,122071
Partitions scanned,,98,122071,113202,56707,122071,70158,5911,122071
Partitions scanned,,99,122071,112685,59099,122071,69541,8813,122071
Partitions scanned,,100,122071,114070,56278,122071,74296,7745,122071
