Name,Unit,Table_name,Min/max,Min/max clusters,Bloom filter,Dictionary,Min/max clusters (1000x),Bloom filter (1000x),Dictionary (1000x)
Ingestion,s,sensor_records,414.38986,758.05,390.40228,263.0334,380.49554,463.63293,428.17508
