Name,Unit,Query,Min/max,Min/max clusters,Bloom filter,Dictionary,Min/max clusters (1000x),Bloom filter (1000x),Dictionary (1000x)
Partitions scanned,,1,122071,121090,68282,122071,95653,68282,122071
Partitions scanned,,2,122071,116111,98116,122071,88709,68260,122071
Partitions scanned,,3,122071,121714,68408,122071,118696,68408,122071
Partitions scanned,,4,122071,120730,98230,122071,106402,68102,122071
Partitions scanned,,5,122071,121958,98283,122071,108650,68229,122071
Partitions scanned,,6,122071,119097,68187,122071,95748,68187,122071
Partitions scanned,,7,122071,116409,98396,122071,68189,68189,122071
Partitions scanned,,8,122071,121077,68546,122071,106666,68546,122071
Partitions scanned,,9,122071,120256,68064,122071,107713,68064,122071
Partitions scanned,,10,122071,121253,68198,122071,103125,68198,122071
Partitions scanned,,11,122071,121396,98338,122071,111190,98338,122071
Partitions scanned,,12,122071,120110,98440,122071,113279,98440,122071
Partitions scanned,,13,122071,119788,68257,122071,111511,68257,122071
Partitions scanned,,14,122071,121310,111647,122071,104079,68340,122071
Partitions scanned,,15,122071,110077,67935,122071,95573,67935,122071
Partitions scanned,,16,122071,120594,68195,122071,96008,68195,122071
Partitions scanned,,17,122071,118737,98428,122071,90704,68393,122071
Partitions scanned,,18,122071,121379,68125,122071,104862,68125,122071
Partitions scanned,,19,122071,118783,68389,122071,96403,68389,122071
Partitions scanned,,20,122071,121474,68453,122071,107799,68453,122071
Partitions scanned,,21,122071,119434,98144,122071,68221,68221,122071
Partitions scanned,,22,122071,110229,98710,122071,68429,68429,122071
Partitions scanned,,23,122071,120481,68106,122071,107874,68106,122071
Partitions scanned,,24,122071,121033,98187,122071,110961,68045,122071
Partitions scanned,,25,122071,121245,98365,122071,106846,68663,122071
Partitions scanned,,26,122071,111168,111670,122071,92500,68298,122071
Partitions scanned,,27,122071,113005,111691,122071,92413,98512,122071
Partitions scanned,,28,122071,121495,67984,122071,112139,67984,122071
Partitions scanned,,29,122071,116630,98654,122071,98285,68204,122071
Partitions scanned,,30,122071,104087,117543,122071,67895,67895,122071
Partitions scanned,,31,122071,115505,68167,122071,84927,68167,122071
Partitions scanned,,32,122071,120903,111609,122071,84992,68160,122071
Partitions scanned,,33,122071,87964,68349,122071,68349,68349,122071
Partitions scanned,,34,122071,121325,111666,122071,106506,68056,122071
Partitions scanned,,35,122071,115754,68464,122071,92533,68464,122071
Partitions scanned,,36,122071,117938,68398,122071,100405,68398,122071
Partitions scanned,,37,122071,69270,98481,122071,68387,68387,122071
Partitions scanned,,38,122071,120866,68366,122071,111174,68366,122071
Partitions scanned,,39,122071,121159,98269,122071,104783,68082,122071
Partitions scanned,,40,122071,120494,98431,122071,107859,68647,122071
Partitions scanned,,41,122071,116951,68249,122071,98208,68249,122071
Partitions scanned,,42,122071,121213,98446,122071,119849,68391,122071
Partitions scanned,,43,122071,113678,68108,122071,97122,68108,122071
Partitions scanned,,44,122071,121320,68322,122071,68322,68322,122071
Partitions scanned,,45,122071,120326,68117,122071,87523,68117,122071
